OP,A1,A2,A3,A4,A5 
-,7519,0,0,0,0
-,4892,0,0,0,0
-,7328,0,0,0,0
-,1907,0,0,0,0
-,3203,0,0,0,0
-,3999,0,0,0,0
+,4766,2048,1686,9411,8035
-,5244,0,0,0,0
+,3706,1716,4086,2690,4096
+,8996,2607,1898,4418,9595
+,4380,5771,1881,4002,1364
+,9699,9833,7536,4089,9207
-,1840,0,0,0,0
-,6232,0,0,0,0
-,833,0,0,0,0
+,1483,325,7923,8697,4669
+,2922,1867,8123,5551,2397
+,7942,4520,720,2402,9984
-,1663,0,0,0,0
-,3568,0,0,0,0
+,1641,449,248,974,7588
+,3212,4321,8165,3496,4339
-,408,0,0,0,0
+,1659,8308,1121,3615,4058
-,4980,0,0,0,0
+,4519,4644,9195,7111,9758
-,553,0,0,0,0
+,4077,6452,5845,72,2691
+,1753,6814,3406,3669,6669
+,3512,1462,5034,3974,9694
+,897,3617,6834,270,8406
+,8108,9191,1210,2842,4270
+,5395,3142,6367,1221,4094
-,7587,0,0,0,0
+,8923,8169,8018,3744,7421
+,2942,7886,2232,5382,1400
+,6279,8845,6592,5527,7229
+,4919,62,3838,4015,1473
+,3918,2932,1281,1797,6402
+,9379,7626,8196,8231,551
-,3941,0,0,0,0
-,3582,0,0,0,0
+,8517,5319,5012,6649,8671
+,2394,9449,5450,1481,5364
+,7803,8324,5295,195,6523
-,4219,0,0,0,0
-,4252,0,0,0,0
-,1865,0,0,0,0
-,1836,0,0,0,0
-,515,0,0,0,0
+,8916,2591,7431,7319,4455
+,3583,2463,3257,7635,9766
-,7586,0,0,0,0
+,9290,3889,4368,8656,6847
+,6024,5406,7193,7698,4536
-,141,0,0,0,0
+,7092,514,4639,9546,6625
+,9129,840,171,3080,7232
-,1132,0,0,0,0
+,1489,4204,3253,2728,5584
+,8841,3258,5025,8156,1505
-,6026,0,0,0,0
+,8080,4497,9606,1700,214
-,7768,0,0,0,0
+,7821,2357,3911,67,1834
+,6583,4548,9744,2929,5586
+,3465,8059,9226,7732,82
-,2530,0,0,0,0
-,4613,0,0,0,0
+,7315,1043,248,2670,4369
+,7801,2168,2548,2013,9266
+,5353,5341,8392,2534,6173
+,3965,8774,7995,926,7547
+,132,2957,6396,7067,8643
-,5551,0,0,0,0
+,6891,8305,9493,1590,5201
+,5597,9368,8817,2781,4119
+,609,4375,5573,379,5094
-,2157,0,0,0,0
-,6291,0,0,0,0
+,7492,6669,4098,3148,9599
-,7434,0,0,0,0
-,4518,0,0,0,0
-,733,0,0,0,0
+,5713,264,5024,4295,3742
+,7412,5283,10,7343,1469
+,2031,3623,4353,8592,9280
+,2099,6390,2547,4768,9539
-,6313,0,0,0,0
+,9036,687,4467,2479,4832
+,4375,1372,8869,3752,2117
+,6247,4119,6271,1801,9438
-,4696,0,0,0,0
-,2496,0,0,0,0
-,7059,0,0,0,0
+,6076,8330,2840,76,9854
+,5473,442,7301,4267,4165
-,5029,0,0,0,0
+,7898,9253,4924,9811,3857
-,352,0,0,0,0
+,7015,5622,9447,2903,4039
+,6290,8931,5513,7761,8558
+,2338,5549,7237,2648,5959
+,4001,3097,6193,4997,2400
-,6806,0,0,0,0
-,4837,0,0,0,0
-,4550,0,0,0,0
-,7660,0,0,0,0
+,9564,7960,8516,5099,2124
+,4141,5059,5062,2175,8712
+,5803,4219,3942,5255,2251
+,6746,3040,1623,7810,1143
-,6659,0,0,0,0
-,3286,0,0,0,0
+,2855,8031,999,5604,9494
+,2430,329,7054,335,1626
+,5165,8845,7372,6580,3615
+,7227,8799,1648,6919,8525
+,9276,6535,6284,2680,9754
+,9939,7471,2372,7483,4941
-,1342,0,0,0,0
-,2071,0,0,0,0
-,2963,0,0,0,0
+,6565,9115,3187,3499,5480
+,2761,457,4670,5507,1598
-,3030,0,0,0,0
+,3574,214,3768,5018,1420
-,7955,0,0,0,0
+,165,1447,246,4916,9509
+,1984,4525,7013,1866,5895
-,440,0,0,0,0
+,9468,4494,6052,8114,2691
+,8708,6626,4632,5782,5626
+,9498,6735,4940,2847,1135
+,854,993,5427,5834,2332
+,1282,9718,172,3707,8546
-,5525,0,0,0,0
-,2552,0,0,0,0
+,9904,1892,2853,6093,932
-,7921,0,0,0,0
+,8595,1718,9226,9806,4826
-,5953,0,0,0,0
-,1114,0,0,0,0
-,1256,0,0,0,0
-,690,0,0,0,0
+,7965,176,8091,2304,6922
+,4971,7374,9297,9277,2986
+,3452,4398,5820,5507,8115
+,9277,9383,8529,6526,8647
-,7089,0,0,0,0
+,6683,302,271,8405,4374
+,8399,7214,5685,4397,579
+,7466,7182,9500,5058,2927
+,7024,3394,1591,5425,2724
+,4153,1215,3937,3747,4860
+,6501,4115,9069,6133,273
+,6670,2096,5508,5186,7277
+,3838,1750,9469,7055,7098
+,3666,2215,7446,2302,8247
+,8635,4452,2754,2963,3362
-,3500,0,0,0,0
-,4771,0,0,0,0
+,3520,7893,8061,8228,9303
+,9048,6339,9799,4897,7328
-,116,0,0,0,0
+,7504,8980,8849,3199,9073
+,7522,4138,7142,4408,8575
-,154,0,0,0,0
+,5494,1535,4421,2664,4455
+,5700,7763,1471,4470,8774
+,5205,6235,69,5251,3290
+,6206,9334,7274,9652,6232
+,7130,8722,8675,9615,2475
-,7064,0,0,0,0
+,8866,3629,2081,6593,4171
+,9877,117,486,5947,1831
+,331,305,522,8486,3764
-,1893,0,0,0,0
-,5816,0,0,0,0
-,4264,0,0,0,0
+,5877,8720,8980,8279,5752
-,2704,0,0,0,0
+,6887,9700,5332,629,8805
+,5535,9769,9150,1868,2639
+,9100,9486,9816,9593,4276
-,4973,0,0,0,0
+,2476,1941,4215,4204,4720
+,5099,1071,6491,3071,9817
+,478,3935,4466,8034,2696
+,9518,3161,4978,7310,7254
-,2304,0,0,0,0
+,2344,1596,152,5131,1176
+,8661,9113,8901,4914,9261
+,3886,8647,9583,5653,4521
-,7100,0,0,0,0
+,3722,7431,6528,1544,7734
+,7760,93,61,8369,5539
+,8146,8074,7772,7991,5292
+,7519,7694,9286,2697,2891
+,373,1835,8739,1497,1788
+,4280,8554,3860,3069,2205
-,6149,0,0,0,0
-,4018,0,0,0,0
-,2908,0,0,0,0
-,379,0,0,0,0
+,1296,1555,2521,3549,5182
-,3060,0,0,0,0
+,7308,2371,6648,2207,6137
+,8549,8084,765,4739,9304
-,1183,0,0,0,0
-,6535,0,0,0,0
+,7224,6668,6070,3263,6263
+,8844,710,3554,1413,2050
+,8577,1425,2326,1591,4394
+,4019,974,8814,9098,6475
-,4619,0,0,0,0
+,2902,2074,6823,3713,5597
+,2590,9852,3747,7930,9605
+,5283,5257,5548,4368,5092
-,7925,0,0,0,0
-,4917,0,0,0,0
-,3118,0,0,0,0
+,711,8151,9488,9790,5710
+,2064,9286,9564,2779,2148
+,5793,5916,8631,3370,2445
-,4463,0,0,0,0
-,5835,0,0,0,0
-,3351,0,0,0,0
+,7286,6426,4424,2832,316
-,4023,0,0,0,0
-,5140,0,0,0,0
+,9281,4195,4643,6055,2685
+,9310,2658,3519,6296,4924
-,2649,0,0,0,0
+,9463,893,9133,623,8023
+,5156,8168,7153,8515,350
+,1803,4561,798,3601,5512
+,414,6600,8395,2163,1352
-,6722,0,0,0,0
-,5476,0,0,0,0
+,6131,5403,7300,6229,4454
-,5282,0,0,0,0
-,6608,0,0,0,0
-,2043,0,0,0,0
+,225,3488,3314,6847,1523
+,4017,9142,2776,3052,7519
+,2714,8920,5785,2226,2106
+,9700,9219,7215,5315,4265
-,2411,0,0,0,0
-,7659,0,0,0,0
+,7789,4094,1852,5782,7040
-,5906,0,0,0,0
+,4030,9216,62,3223,1992
+,5575,3421,1448,7546,9195
-,1984,0,0,0,0
+,7069,9577,6042,1053,9944
+,3878,9173,9610,830,5837
-,4186,0,0,0,0
+,9672,6420,6505,2931,3715
-,7601,0,0,0,0
-,4000,0,0,0,0
+,8578,3302,9871,5288,1696
+,4055,2392,7015,6806,624
+,2997,238,3984,866,758
+,1521,6808,4348,7081,2881
-,1654,0,0,0,0
-,1072,0,0,0,0
-,6997,0,0,0,0
+,9878,9572,4960,9447,5997
+,136,445,3051,2139,685
-,4813,0,0,0,0
+,9223,2485,4950,8118,8024
+,5299,9455,1039,2113,1630
-,7677,0,0,0,0
-,2290,0,0,0,0
-,2579,0,0,0,0
-,4037,0,0,0,0
+,9967,33,6457,9920,3242
-,2314,0,0,0,0
+,7162,1887,5741,4369,4173
-,4151,0,0,0,0
-,5544,0,0,0,0
+,2060,4091,9312,294,9165
-,537,0,0,0,0
-,713,0,0,0,0
-,1752,0,0,0,0
+,7493,2068,6134,6385,5196
-,4584,0,0,0,0
+,2393,5957,5909,6690,7534
-,3249,0,0,0,0
+,7072,2488,6267,3238,6522
+,9055,1050,7015,3740,4729
-,3256,0,0,0,0
+,8103,2254,8731,4338,4161
-,6146,0,0,0,0
+,4367,2296,7225,2048,4355
+,4458,3828,1659,7091,92
-,6940,0,0,0,0
-,6787,0,0,0,0
-,7568,0,0,0,0
-,5224,0,0,0,0
-,7710,0,0,0,0
+,6012,6200,7004,1554,6413
-,2359,0,0,0,0
-,1524,0,0,0,0
-,3248,0,0,0,0
+,865,5522,3667,4835,9919
+,8028,5309,6063,3057,6557
+,3728,7709,6753,9863,6315
+,5534,3121,8241,6267,6222
+,1376,4677,177,2287,2499
-,206,0,0,0,0
-,6052,0,0,0,0
+,8904,2703,5202,8121,1846
+,756,1972,3355,369,827
-,1796,0,0,0,0
-,2284,0,0,0,0
-,7465,0,0,0,0
+,4266,2702,4784,6350,6014
+,6521,3371,7682,8496,9440
-,3114,0,0,0,0
-,7196,0,0,0,0
+,6407,3786,2183,7143,4987
-,562,0,0,0,0
+,6396,7066,5443,977,2899
+,1437,4406,3402,6807,6106
-,5230,0,0,0,0
-,5669,0,0,0,0
-,4874,0,0,0,0
+,8454,4736,2864,4246,2008
-,3842,0,0,0,0
-,3160,0,0,0,0
+,5142,7668,7320,2876,4369
-,2071,0,0,0,0
+,1242,9174,7001,6937,7859
+,8950,2153,9793,3587,7180
+,1939,4262,3074,3961,9402
+,8832,2893,8089,6496,3844
-,4820,0,0,0,0
-,4198,0,0,0,0
+,2261,198,6105,7692,796
-,1311,0,0,0,0
+,2843,7840,7035,8847,8116
+,3891,5795,6863,2728,6932
+,6054,2791,2996,8991,4817
-,252,0,0,0,0
+,5071,8776,5656,2662,5433
-,7583,0,0,0,0
+,5321,28,6088,7188,5365
+,761,9305,8842,2416,4167
+,622,2157,4118,3030,50
+,7040,9870,7838,8682,3408
+,863,11,9668,605,9406
+,5927,850,8215,2035,4570
+,3969,6463,7193,5262,6285
+,8154,3582,433,6978,9679
+,9981,2011,1362,5598,3322
-,6733,0,0,0,0
+,3687,1030,1858,9455,3990
+,1829,3835,6175,4494,9325
+,2256,7530,6483,8126,8861
-,2030,0,0,0,0
+,1434,4921,5795,8244,6591
+,6679,3329,3045,2272,4424
+,7111,2355,8008,7069,6379
+,5304,7385,2149,7154,4974
-,3763,0,0,0,0
+,9678,4665,9537,10,4879
-,1917,0,0,0,0
+,1722,1140,6680,8866,5252
+,9731,913,8178,6676,1100
+,3394,2492,6855,2582,3402
+,8420,7733,1130,4679,4676
+,9857,5764,6689,2310,1920
-,5853,0,0,0,0
-,6304,0,0,0,0
+,8691,1135,5672,4681,3261
-,5514,0,0,0,0
-,4995,0,0,0,0
-,5449,0,0,0,0
-,2120,0,0,0,0
-,2915,0,0,0,0
+,5484,2223,8560,1286,1050
+,337,5237,3378,9799,7824
+,5931,8943,3140,5576,6926
-,761,0,0,0,0
-,6960,0,0,0,0
-,671,0,0,0,0
+,6389,6047,7020,6506,7258
+,4042,405,4802,6457,2846
-,1625,0,0,0,0
+,6759,8329,6989,9733,2703
-,6625,0,0,0,0
+,8045,2527,8124,2768,3658
+,1952,8543,2414,9452,5728
+,57,9429,4192,4625,5623
-,6202,0,0,0,0
+,6094,6810,242,8068,3483
+,3040,5182,5361,6113,4479
-,5389,0,0,0,0
+,5593,218,5343,9116,7506
+,3051,6103,1077,7929,5543
-,6256,0,0,0,0
+,7071,3567,8505,9436,6693
+,6283,171,2300,5856,5642
+,7190,4234,3124,1525,6482
+,8362,7437,3261,4997,4844
+,3379,8455,8372,7854,4805
-,1229,0,0,0,0
+,1948,6535,4659,8431,7525
+,8274,3789,3289,1666,5643
+,8314,2939,274,2910,6671
+,9273,6321,1652,3718,2407
+,7966,861,6846,1954,8775
+,3395,8203,8762,9364,1302
-,7049,0,0,0,0
-,7627,0,0,0,0
-,6654,0,0,0,0
+,1713,9836,5687,761,1760
+,2304,4662,4070,7977,7107
+,1020,2870,7368,4953,6234
+,9753,6325,1592,7954,6762
+,4263,6336,4156,2619,3645
-,900,0,0,0,0
-,2603,0,0,0,0
+,2056,3652,3966,1801,5641
-,3368,0,0,0,0
+,1588,8225,2919,2621,8658
+,3789,4861,1083,1024,9363
-,15,0,0,0,0
+,2415,2913,2737,9409,8295
+,4372,9327,4001,1487,2824
-,1678,0,0,0,0
+,6595,9482,2564,1425,2466
+,6075,8559,2050,7,8013
-,4970,0,0,0,0
+,3794,9082,1052,7371,6046
+,4935,5664,5664,7622,3832
+,3079,6886,5458,504,1394
+,874,597,1390,5678,351
+,3879,6440,9539,6641,5463
+,7266,8624,5168,1946,7677
+,5769,1831,4777,364,521
+,7391,3953,996,864,2895
+,1342,407,221,5153,779
-,1540,0,0,0,0
+,9896,6839,2269,4949,7350
+,2014,444,284,8355,8047
+,6966,5497,9862,6091,3605
+,1460,377,7628,76,7747
-,7583,0,0,0,0
+,6310,1771,71,3288,4268
-,7312,0,0,0,0
+,1275,6093,8550,8741,8148
-,4870,0,0,0,0
+,3028,4877,9973,4581,140
-,1415,0,0,0,0
-,960,0,0,0,0
-,2239,0,0,0,0
+,7881,8309,1233,6305,3319
+,5234,3758,5877,596,6341
+,656,4306,7753,5545,9338
+,3595,1781,8211,892,7330
+,817,2006,8616,3624,8978
-,716,0,0,0,0
-,6000,0,0,0,0
+,4406,6903,4135,9621,7750
-,1989,0,0,0,0
+,29,9597,3602,4084,4506
+,7253,2623,6227,5956,2570
-,3037,0,0,0,0
+,8326,6661,6109,8158,9554
-,894,0,0,0,0
+,1144,2382,9330,9691,1204
+,4297,9250,913,3599,9146
-,7647,0,0,0,0
+,5146,5768,2342,4254,3709
-,4423,0,0,0,0
+,4138,4995,7617,6337,28
-,5912,0,0,0,0
-,5700,0,0,0,0
-,233,0,0,0,0
-,129,0,0,0,0
+,4130,9465,4790,4263,2335
+,4294,1848,1904,3048,936
-,4081,0,0,0,0
-,6370,0,0,0,0
+,8962,8463,8726,2413,8303
+,6557,9724,3773,6201,1622
+,2713,5228,5626,6146,8779
-,2858,0,0,0,0
+,9033,8077,9115,6137,8280
+,6728,2643,2171,9947,1835
+,3159,4220,862,2226,1506
+,4209,7716,3850,317,9221
+,5238,1628,1293,6346,4695
+,4867,8767,7928,2275,8328
-,7595,0,0,0,0
-,5512,0,0,0,0
+,8776,9134,1708,7033,2572
+,487,5690,8997,4001,2883
+,5335,2335,4126,4677,7408
+,7690,8168,5436,3744,547
+,1226,4095,1339,6679,4655
+,2323,79,4143,8430,780
-,3809,0,0,0,0
+,232,8310,6417,9119,8432
-,5097,0,0,0,0
+,2250,7809,2115,1089,4364
+,2756,6559,9862,5587,7860
+,7878,1178,8793,1509,6619
+,4969,9831,1175,8693,9186
-,7772,0,0,0,0
+,8337,2841,6894,8347,8859
-,348,0,0,0,0
-,6165,0,0,0,0
-,3811,0,0,0,0
-,7866,0,0,0,0
+,553,6335,5649,8462,6962
+,497,1005,5343,158,7758
+,4730,3199,4198,4485,9208
-,5288,0,0,0,0
-,6051,0,0,0,0
-,3052,0,0,0,0
-,3244,0,0,0,0
-,3843,0,0,0,0
+,8216,308,9437,6227,2634
+,984,8835,5159,2509,7381
-,1605,0,0,0,0
+,2582,2977,1201,4210,1574
-,6472,0,0,0,0
-,3746,0,0,0,0
-,1869,0,0,0,0
+,9228,9134,889,6007,9711
-,1742,0,0,0,0
+,2772,472,1374,9650,6984
+,8968,5114,7737,684,6097
+,3432,1613,4576,3279,7558
+,4652,1805,1427,4372,3640
-,7327,0,0,0,0
-,192,0,0,0,0
-,1916,0,0,0,0
-,2922,0,0,0,0
-,593,0,0,0,0
-,7228,0,0,0,0
-,320,0,0,0,0
+,2233,6159,9179,431,7088
+,9191,3537,6252,8851,7381
-,3021,0,0,0,0
+,6744,6584,6445,2981,8383
+,6368,763,858,8674,7424
+,6030,2427,458,8413,7294
+,1873,6172,2550,8678,7700
+,8156,3184,9778,1884,1568
-,5655,0,0,0,0
+,3193,9371,849,1879,8179
-,1065,0,0,0,0
-,7168,0,0,0,0
-,2481,0,0,0,0
+,6327,65,8660,6352,1156
-,2716,0,0,0,0
-,3624,0,0,0,0
+,6468,755,8299,3463,1507
+,1389,1114,315,9833,3863
+,299,8081,963,8041,111
+,3975,5206,1588,7095,3757
+,6886,6995,3369,272,7102
+,2370,5940,8614,4242,841
+,3774,9455,6732,5357,2683
+,7360,6719,4747,5310,8720
-,203,0,0,0,0
+,3435,7055,4485,7526,1080
+,8290,4613,9842,7059,1368
+,1383,6536,1911,8155,6497
-,1881,0,0,0,0
-,6278,0,0,0,0
-,5125,0,0,0,0
+,3262,9028,6973,4938,3111
+,4743,8369,2162,2019,260
+,4516,1116,6169,9371,888
-,4445,0,0,0,0
+,2583,5897,2326,9399,5278
+,5528,8100,8447,5859,1464
+,142,6193,7820,6115,5647
+,3062,5873,3102,9430,8708
-,4173,0,0,0,0
+,8390,1509,2293,4907,9945
+,8013,653,962,5422,379
-,1586,0,0,0,0
-,7536,0,0,0,0
+,3405,487,734,8609,5628
+,246,7698,8899,7600,7643
+,665,3185,358,4003,4047
+,7572,7922,9588,1393,7446
+,5696,6560,5742,8306,1912
+,1233,3557,4967,4852,6745
-,5934,0,0,0,0
-,435,0,0,0,0
-,287,0,0,0,0
+,549,2878,6789,4917,1457
-,4071,0,0,0,0
+,9977,1713,1530,4493,1171
+,7568,1543,4309,9784,878
+,5685,3823,2086,3361,6710
+,9684,4866,7504,8336,6754
+,3947,8148,1965,8053,6110
+,9726,551,6787,1529,9498
+,2844,7090,839,2467,6524
-,3427,0,0,0,0
+,378,4715,3942,903,4936
+,5063,7864,1865,6695,9881
-,593,0,0,0,0
-,1246,0,0,0,0
+,2159,7792,9328,5189,778
-,6309,0,0,0,0
-,3101,0,0,0,0
+,5921,7190,3827,8547,1791
+,9102,9224,6495,5257,9073
-,2929,0,0,0,0
-,4494,0,0,0,0
-,5093,0,0,0,0
-,6552,0,0,0,0
+,2759,4056,2738,7561,700
-,7381,0,0,0,0
-,7619,0,0,0,0
+,1397,8819,3648,8328,381
+,4461,9165,1404,8076,1974
+,6140,898,4074,7263,7326
-,7275,0,0,0,0
+,3696,6489,6529,1118,8018
+,6955,2382,121,2204,4122
+,9899,3090,8297,2181,3789
+,8797,7933,8897,5787,1352
+,7837,188,9037,889,2887
+,5946,135,6940,2031,6300
+,7354,9290,4815,1529,3368
+,100,2975,4480,7933,3801
+,1154,8409,9193,6825,4946
-,182,0,0,0,0
-,5570,0,0,0,0
+,9778,7729,5044,3013,1209
+,4757,3914,8784,3262,9324
+,2776,4901,4105,5448,3822
+,1254,9426,6556,9908,7527
-,4686,0,0,0,0
+,720,4241,3963,8309,3313
-,1009,0,0,0,0
+,7820,8164,3011,9221,1666
+,2530,1733,5498,6480,7934
-,2108,0,0,0,0
-,3117,0,0,0,0
+,1851,315,4578,2964,3458
+,400,3262,5933,752,4627
-,4495,0,0,0,0
-,5666,0,0,0,0
-,6443,0,0,0,0
+,7585,798,7300,445,5262
-,2965,0,0,0,0
-,6211,0,0,0,0
-,4130,0,0,0,0
-,4861,0,0,0,0
-,751,0,0,0,0
+,393,2575,2042,8646,6316
+,8242,2596,827,9999,725
+,3649,368,9021,9134,7451
+,5008,6295,9622,2586,9147
+,4236,5636,3937,1194,873
-,6747,0,0,0,0
+,3748,5411,571,3142,3893
+,9523,2369,4249,4333,9677
-,7777,0,0,0,0
+,7174,4046,324,5904,4661
-,7986,0,0,0,0
+,6300,5665,3291,7533,3256
-,1310,0,0,0,0
-,4238,0,0,0,0
+,4109,362,1955,1026,8952
+,1852,5322,5446,4155,36
+,4226,9248,4596,5066,6190
+,9459,3684,9620,7307,9907
-,2481,0,0,0,0
-,7199,0,0,0,0
+,8657,249,6120,3792,6104
-,6019,0,0,0,0
+,6255,1992,3534,2217,260
-,4614,0,0,0,0
+,1693,9874,8398,9273,7929
+,8988,5219,3330,6158,8828
-,2978,0,0,0,0
+,206,7001,4842,8650,203
-,5503,0,0,0,0
+,4276,3854,5727,7603,1342
+,2542,9510,5296,2678,33
+,2137,5979,9038,4079,9727
-,5947,0,0,0,0
-,7310,0,0,0,0
+,5634,1503,8382,548,6560
+,5842,7663,5749,698,1364
-,467,0,0,0,0
-,3928,0,0,0,0
+,4593,6311,6573,2796,9785
-,5166,0,0,0,0
-,7846,0,0,0,0
+,3261,5554,3547,961,590
-,1390,0,0,0,0
+,5911,2285,9883,7479,9128
-,6457,0,0,0,0
-,939,0,0,0,0
+,4125,172,6598,6976,1782
+,1215,5126,6357,6504,1091
+,9521,9378,8580,2397,1919
-,7354,0,0,0,0
-,7716,0,0,0,0
+,8480,5099,2491,26,9599
-,7354,0,0,0,0
-,647,0,0,0,0
+,3619,4953,7396,2352,9130
-,568,0,0,0,0
-,1805,0,0,0,0
+,9465,10000,9918,4765,99
+,2537,3420,6982,4726,3699
+,4251,8875,2927,9459,4823
-,3864,0,0,0,0
-,2343,0,0,0,0
+,6031,9950,2139,9397,1530
+,5987,9217,7581,2332,2361
-,939,0,0,0,0
-,3739,0,0,0,0
-,6018,0,0,0,0
-,7961,0,0,0,0
-,1241,0,0,0,0
+,9172,9194,5031,401,6014
+,6993,9025,1597,4538,1831
+,4518,8897,1171,9669,7884
+,4433,1161,2372,5005,8336
-,636,0,0,0,0
+,6696,9071,506,6903,968
+,4767,9083,9290,9005,7904
+,3173,2348,7338,2698,7580
+,502,1646,7539,8867,1773
+,752,8475,82,7784,5426
+,7067,9682,2543,5012,8446
+,5116,9803,8990,3782,788
-,7509,0,0,0,0
+,1064,1900,9775,5598,2959
-,4216,0,0,0,0
+,9970,5733,9610,7633,4127
+,4902,5943,4371,6570,1906
+,7766,1052,8533,1803,6136
+,6513,7387,4880,8097,5554
-,7546,0,0,0,0
+,8600,5667,6044,1889,7624
+,6720,5674,2109,8681,8743
+,5452,9879,921,5530,1567
-,7145,0,0,0,0
-,601,0,0,0,0
-,4383,0,0,0,0
-,4287,0,0,0,0
-,5691,0,0,0,0
+,8724,5467,648,2496,6592
-,4665,0,0,0,0
+,7697,9087,2334,424,6491
+,9685,1522,2523,3102,6957
-,3513,0,0,0,0
-,2105,0,0,0,0
-,3257,0,0,0,0
+,6826,5882,485,8325,5887
-,5700,0,0,0,0
+,5571,2384,1232,7831,79
+,9788,1289,6464,6298,9375
-,4933,0,0,0,0
-,4102,0,0,0,0
-,2131,0,0,0,0
+,7199,5665,3150,8643,3459
-,7560,0,0,0,0
-,4034,0,0,0,0
+,529,8869,2721,1471,4445
+,8603,4527,3343,9722,2409
+,9099,7249,8435,8085,4322
+,4825,1602,5941,3693,5575
+,7051,7335,4593,9555,4971
-,2704,0,0,0,0
-,1019,0,0,0,0
+,9680,5469,6365,2956,2526
+,885,157,5666,1290,7489
-,4495,0,0,0,0
-,1653,0,0,0,0
-,1356,0,0,0,0
-,4627,0,0,0,0
+,662,918,5764,8012,261
-,7793,0,0,0,0
+,862,9182,179,4773,6983
-,2822,0,0,0,0
+,3118,8500,1099,4492,5112
+,9358,1106,9669,7263,2900
-,6969,0,0,0,0
+,3589,3072,2271,8106,6630
-,4414,0,0,0,0
+,1038,2266,4606,4126,3461
-,7868,0,0,0,0
+,3368,5330,6202,1550,1620
+,545,8303,7031,6263,6195
+,8610,4217,6138,3304,7135
-,80,0,0,0,0
+,1036,7766,533,3792,6544
+,8122,7423,6306,3263,1166
+,7,7074,4237,1433,5591
-,1153,0,0,0,0
-,6314,0,0,0,0
-,3303,0,0,0,0
+,4021,9426,647,9285,6631
-,500,0,0,0,0
-,3336,0,0,0,0
-,997,0,0,0,0
+,4627,320,3739,9412,229
-,3105,0,0,0,0
-,4030,0,0,0,0
+,3770,1229,1432,6454,2140
+,6246,2703,508,9397,5168
+,4849,2256,4254,2531,7179
+,8940,1281,4057,8600,8733
+,2360,9433,3267,1797,7569
+,6695,9852,9511,767,4499
-,6227,0,0,0,0
+,4095,9939,9093,4051,6064
-,5315,0,0,0,0
-,2623,0,0,0,0
-,1114,0,0,0,0
+,3481,2643,481,7875,4679
+,9043,4687,6448,8608,2616
+,4080,9151,9151,857,9069
+,6070,8289,5898,6251,7948
-,248,0,0,0,0
-,6722,0,0,0,0
-,2792,0,0,0,0
-,2963,0,0,0,0
+,6952,4453,7551,1030,1527
-,4550,0,0,0,0
+,7877,5768,338,9091,5004
-,4177,0,0,0,0
+,5407,9426,3377,4725,1973
+,1721,95,2717,283,1535
-,7346,0,0,0,0
+,4540,9447,7748,8148,6748
-,5119,0,0,0,0
+,2499,2047,3891,5844,845
+,4986,2537,3624,7889,8601
+,8739,5498,8087,5588,4161
+,243,1910,262,4344,4573
-,918,0,0,0,0
-,1842,0,0,0,0
+,4538,9821,5949,4925,7372
+,8671,7638,7614,8699,5565
+,8669,4325,9191,2965,5014
-,3359,0,0,0,0
-,6825,0,0,0,0
-,1239,0,0,0,0
+,6314,5184,9409,1435,6645
+,5661,878,9841,2708,8701
-,1598,0,0,0,0
-,3005,0,0,0,0
-,3360,0,0,0,0
+,987,7948,5467,7110,8329
+,9492,9636,424,7900,6422
+,9485,4439,274,6884,3167
-,7808,0,0,0,0
+,7374,4861,1543,6586,2180
-,7490,0,0,0,0
+,6277,9299,2584,5544,2122
+,8967,1965,7131,5804,7898
+,2527,578,66,2407,8332
-,3080,0,0,0,0
+,3378,974,2577,4094,2441
+,2089,7219,8540,3938,1433
+,238,6104,4456,7197,8274
+,5103,2444,8224,5315,6249
+,7954,5349,6716,5675,7776
-,7989,0,0,0,0
-,1478,0,0,0,0
-,5575,0,0,0,0
+,3192,2768,6043,5202,7472
+,8755,9118,6045,8295,2638
+,3275,1717,428,1412,9919
+,9165,3862,1697,547,453
-,4116,0,0,0,0
+,1300,3726,953,4568,6214
+,5993,6112,2741,3787,2065
+,5225,1295,3989,3496,970
-,5740,0,0,0,0
-,791,0,0,0,0
+,3615,688,8898,5384,1433
+,7575,4100,1903,1231,3322
-,2314,0,0,0,0
+,8728,1910,4925,9733,5865
-,2417,0,0,0,0
-,3066,0,0,0,0
+,4709,5981,1406,4782,8208
+,1845,9862,2899,1911,2144
-,479,0,0,0,0
-,5168,0,0,0,0
+,522,2787,8401,2086,1114
-,7540,0,0,0,0
+,3146,1618,2399,8126,3835
+,4247,4210,4014,1110,2464
+,4145,6494,421,3161,3352
+,4170,3282,2488,6955,4910
+,8346,4944,904,2980,6932
+,1479,2122,2450,1157,1396
+,88,3896,6756,9053,1298
-,4542,0,0,0,0
+,9745,9360,6132,7424,7410
+,329,1621,4938,883,2116
+,2516,5308,2049,3417,6037
-,1985,0,0,0,0
-,5082,0,0,0,0
-,6514,0,0,0,0
+,9203,6464,9293,146,6706
+,1758,1861,5213,5553,1551
+,4585,7596,7643,6317,2549
-,6799,0,0,0,0
+,5740,4055,7143,6197,1871
+,7193,5747,1862,635,7695
-,297,0,0,0,0
+,6823,7222,4239,9261,7118
-,5894,0,0,0,0
-,5548,0,0,0,0
+,4827,5065,4660,1777,1435
-,5107,0,0,0,0
+,4004,5251,2570,3692,252
-,2016,0,0,0,0
-,7210,0,0,0,0
+,5056,3928,4194,834,3210
