OP,A1,A2,A3,A4,A5
+,1678,170,3909,4331,4908
+,3660,283,2734,2532,536
+,3688,16,4304,23,240
+,4172,2273,3306,327,4561
+,2372,255,506,1155,4249
+,2600,2117,3098,4879,3173
+,4136,4409,4218,3190,2253
+,1822,1590,2177,1568,4372
+,2215,3989,4209,3225,3059
+,1664,3546,4148,148,4839
+,1160,3674,969,2287,1842
+,2770,866,2288,3133,3747
+,36,4116,2400,919,2689
+,1446,143,2447,322,2313
+,1436,47,1555,4461,563
+,2831,3418,4735,3655,4435
+,1950,2332,4153,3316,3791
+,1412,3196,175,1878,2853
+,1027,1730,1044,3970,1871
+,454,4920,2648,3070,2024
+,4508,2928,2746,2645,2335
+,3321,2693,2886,2163,2424
+,2660,4725,3420,709,4570
+,607,3664,1336,2921,3663
+,4402,3418,4642,998,4674
+,2736,3305,2235,188,3588
+,4288,4342,346,4750,472
+,1802,4911,3315,2099,4784
+,3864,1553,206,3034,3286
+,3505,2916,3456,2536,83
+,914,4717,889,2852,2411
+,4194,1000,2259,2060,4781
+,735,4146,781,2511,1166
+,1994,3666,2620,891,4602
+,2529,1426,66,4843,3881
+,4363,2804,658,2992,3416
-,872,0,0,0,0
+,4131,2597,4939,2770,1878
+,4793,3316,2027,3565,2887
+,4665,2151,1328,4782,788
+,1226,2456,2342,1240,3328
+,640,3698,2201,483,1783
-,350,0,0,0,0
+,3463,2135,55,2866,2765
+,1043,1064,4429,217,2114
+,1218,4528,1637,1449,4193
+,1852,4650,3700,714,3608
+,3973,266,48,1066,1487
+,223,2948,118,4131,2328
+,4539,2408,3295,22,2720
+,876,353,4891,4447,3599
+,3878,3376,4385,3032,2127
+,974,1805,692,1303,4885
+,4354,3674,1072,2842,298
+,365,3402,3007,395,1581
+,663,4401,1393,911,2898
+,4056,1510,705,1134,2659
+,4702,4332,2295,4911,239
+,1323,978,4695,441,3057
+,882,3005,1808,3799,1150
+,1335,2615,3935,228,942
+,2141,1099,112,4345,19
-,4,0,0,0,0
+,1936,2655,2476,2830,2130
+,1882,2092,569,2681,991
+,2993,1987,2204,4352,3386
+,3859,2423,3945,2624,541
+,2495,4122,4541,2429,4616
+,217,2489,2754,4248,507
+,4175,4083,4249,1916,80
+,1820,2600,3271,831,398
+,3105,1550,637,4151,1162
+,203,632,1247,3729,3654
-,600,0,0,0,0
+,4444,2241,3191,1061,1449
+,2522,361,4126,497,4069
+,3004,1174,2112,4253,2408
+,624,536,126,99,4225
+,152,783,1947,3758,3410
+,2160,930,2207,2906,4600
+,4875,2131,2038,3875,321
+,3745,3285,3926,4843,155
+,1981,4634,424,118,2287
+,4717,4846,3590,3193,4983
+,1046,1376,3073,17,1438
+,4279,2151,2999,336,2466
+,2121,3594,571,3572,2021
+,1309,3037,3235,115,4795
+,58,3401,3265,4341,1798
-,579,0,0,0,0
+,551,637,2574,4409,2293
+,233,1457,2222,3741,716
+,3250,51,4745,2366,981
+,2298,41,1835,2767,2065
-,446,0,0,0,0
+,2261,490,2960,3611,4725
+,472,641,2739,1342,1547
+,2840,4008,4083,1877,4991
+,140,3834,4562,4923,2918
+,1947,3960,2682,4385,314
-,634,0,0,0,0
+,4292,354,2381,3277,294
-,214,0,0,0,0
+,465,4263,3048,3552,74
+,1468,3922,4688,452,3167
-,653,0,0,0,0
+,1081,1956,4462,3096,286
+,212,2397,3775,2879,3172
-,101,0,0,0,0
-,456,0,0,0,0
+,2158,4772,3703,3758,371
+,1016,3947,734,4552,3716
+,384,3043,3436,1566,4608
+,2364,3874,3100,2197,3645
+,442,4490,993,1670,108
+,181,1888,4838,2550,2133
-,472,0,0,0,0
-,108,0,0,0,0
+,3134,4850,4311,806,2956
+,2321,2360,2561,91,1941
+,1661,463,3688,4795,3010
-,864,0,0,0,0
+,3616,4825,3180,972,2525
+,394,338,3229,1885,1960
+,3717,4357,2026,3314,257
+,3103,4758,1824,4501,1731
+,1002,872,974,199,2696
+,3928,607,2225,2273,117
+,453,2742,940,4739,4664
+,1424,1260,1783,440,479
+,4599,4049,3666,3240,4464
+,221,986,4352,2821,1454
+,3984,4354,868,197,2149
+,3946,3348,3903,2084,3095
+,2413,4220,1644,556,3253
-,297,0,0,0,0
+,3408,2026,1579,1670,4842
+,236,2389,2751,492,3488
+,2241,3260,4065,2031,2937
+,1615,4429,3176,4418,4925
+,1673,2125,3486,1401,4645
+,854,2559,4752,3428,4305
+,4594,4076,1816,2643,2335
+,2432,312,3305,2250,3862
+,1437,3855,1203,3730,105
-,113,0,0,0,0
+,4033,2239,1878,1992,1080
+,1084,4289,3472,3939,735
+,90,1947,3227,4602,919
+,821,877,1956,4316,386
+,4864,3044,2529,4546,1072
+,1536,3419,4205,4512,4007
+,339,1523,4351,2868,3937
+,30,1918,372,4194,18
+,1371,3514,237,4904,1634
+,4749,3750,1474,4404,3790
+,508,28,1132,43,2176
+,175,3542,60,4573,2254
+,1525,4520,2811,1898,4947
-,63,0,0,0,0
+,1475,3245,2448,2230,711
+,4613,3699,1593,3472,518
+,2657,3733,2556,1100,4781
+,848,3051,1717,1969,2711
-,632,0,0,0,0
+,978,288,1951,1831,1811
+,945,132,4693,2870,3719
+,3755,2828,4509,1521,2221
+,1900,34,1899,4504,1792
-,88,0,0,0,0
-,957,0,0,0,0
+,4002,2920,2599,1685,4172
+,1851,4614,2930,4190,3360
+,2888,771,1394,2666,338
+,1684,2176,3741,1523,3930
+,1168,2473,2498,1787,3516
+,4856,1676,395,3787,748
-,578,0,0,0,0
+,1267,729,1378,3636,3888
+,187,4788,4782,4760,175
+,4130,2990,4176,1502,3058
+,2211,4291,748,1316,1057
-,811,0,0,0,0
+,1467,3965,1937,2475,3804
+,4674,621,2325,4682,2387
+,1220,260,387,3707,1538
-,268,0,0,0,0
+,1124,925,2420,1571,3212
-,950,0,0,0,0
-,604,0,0,0,0
+,1264,260,1803,1382,661
-,499,0,0,0,0
+,4141,1684,1128,2746,406
+,4765,4580,115,1277,3289
+,3130,833,3991,3654,2591
+,4521,1831,2105,4999,1362
+,4378,865,2327,494,2245
+,4637,3517,2163,907,2108
+,3362,1672,58,1667,4383
+,4204,517,2398,1602,4102
+,1118,2302,3519,1616,103
+,923,3843,927,2257,2207
+,4178,4102,1709,955,601
+,693,2429,2533,773,780
+,3073,693,3181,1475,2023
-,996,0,0,0,0
+,284,2021,4942,3691,4231
+,2810,3887,3473,3411,2670
+,3178,3761,2331,3540,2452
+,272,441,4859,3376,351
+,1228,222,4835,2714,4562
+,1799,1319,3473,697,2551
-,247,0,0,0,0
-,749,0,0,0,0
+,336,4416,4942,238,820
+,4258,4136,1908,1059,2100
-,508,0,0,0,0
+,3483,2881,2285,2144,2442
+,2622,72,3523,2174,567
-,848,0,0,0,0
+,3174,454,488,3260,905
+,3269,1940,2274,3728,1877
+,3212,746,571,2792,2408
+,1883,1920,2513,4977,3138
+,3561,3380,12,3704,3766
+,1812,439,4374,2574,1535
+,4170,3171,2091,2050,4630
-,312,0,0,0,0
-,869,0,0,0,0
+,3597,413,850,3530,1396
-,953,0,0,0,0
+,3692,1915,522,2372,2427
+,1827,4168,4198,809,1301
+,3083,121,1045,4706,3066
+,879,4371,734,1003,2851
+,1675,1817,350,3326,4801
-,876,0,0,0,0
+,2429,4917,2981,1107,2249
+,3145,4710,1901,3565,3173
-,698,0,0,0,0
+,939,4019,1032,2151,3677
-,487,0,0,0,0
+,818,800,1277,4255,4946
+,3557,393,1021,4180,1735
+,3123,4006,3344,3444,4173
-,644,0,0,0,0
+,412,4933,2695,1047,466
+,3120,4280,417,2451,4467
+,3286,212,2119,4273,4914
-,963,0,0,0,0
+,3036,679,665,2101,3766
+,4931,3572,2675,2978,2403
+,749,4639,1501,4082,2086
+,1756,338,1747,4235,4058
+,3874,4911,1208,4039,524
+,4568,1617,3353,1204,2480
+,1626,2415,2980,3749,4660
+,4617,2218,4508,1633,3321
-,19,0,0,0,0
+,1209,2394,36,3905,1608
+,2249,2080,1626,4132,4683
+,1965,114,1346,4379,4567
+,4696,2585,1536,4805,1761
+,2300,2731,4930,4848,325
+,1801,2947,3957,1497,334
+,4728,4174,1958,3045,2931
+,248,3329,1318,4971,1587
-,535,0,0,0,0
+,2353,3090,4433,1391,2366
+,2946,681,1583,4725,3560
+,3244,539,3571,525,2901
+,4677,575,1684,1697,1375
+,776,2852,2455,951,4741
+,2744,95,4383,815,2641
+,1581,1336,3704,1987,4103
+,3493,1934,3458,4557,695
+,2150,4665,43,698,1576
+,4806,4366,3730,1065,3873
+,4581,2742,3807,2277,3786
+,1677,1658,1651,1484,2045
+,3497,1403,3377,2802,3280
+,4186,4071,4361,1151,2102
-,183,0,0,0,0
+,2398,1787,3351,4178,2611
+,3558,4288,4347,165,4763
-,147,0,0,0,0
+,2069,1407,1661,3083,1394
+,3687,1752,2529,4179,3789
-,502,0,0,0,0
+,2079,3436,4853,4916,2972
+,3032,3335,4187,608,382
+,3484,4091,1398,826,4197
+,111,2111,3883,1936,300
+,2223,3344,3350,884,3149
+,2948,2129,231,3042,4455
+,3907,757,4079,1521,4681
+,3566,4744,3492,2561,3202
+,4994,3831,1485,1763,1409
+,3223,4530,1335,416,2519
+,3911,233,4419,2184,3034
+,591,1438,3179,3904,1945
+,2285,1712,1206,1608,4128
-,376,0,0,0,0
+,1779,3067,3181,4583,4729
+,659,3673,4006,4976,2945
+,251,1703,1136,1364,2382
+,2815,3129,3295,943,1071
+,49,4642,2400,1790,499
+,147,3469,2874,1352,1135
+,3013,4743,1128,4642,3388
-,260,0,0,0,0
+,1982,2068,991,3310,3727
+,3682,3971,2971,3073,2147
+,1863,4174,3942,3908,1971
+,4715,2142,3392,281,3410
+,2513,1572,2311,1590,4154
+,4145,3006,380,4013,4402
+,4796,2732,1314,2161,4102
+,178,1897,3432,2736,280
+,1346,3503,3208,1755,2502
+,2940,3017,3984,1370,763
+,3978,1533,2557,3623,2309
+,4199,3619,2037,1154,1058
+,4565,3717,4310,4420,4588
+,4569,1850,1565,1810,1603
+,4374,22,4341,4435,880
+,1040,4613,2548,669,2401
+,2796,748,4511,403,1711
+,2299,2224,1279,1982,2749
+,1689,1623,3440,2479,2822
+,3308,1246,1137,1645,2269
+,4681,1798,2241,2580,600
+,3825,3423,3960,2690,2251
-,139,0,0,0,0
+,3182,4195,3553,4408,3506
+,2507,3011,1393,1535,3030
+,2547,3094,596,224,81
-,705,0,0,0,0
+,4798,4628,3048,288,1252
+,4118,1857,4274,4436,1526
+,3270,795,2100,706,896
+,1061,3113,2532,3327,3524
+,4511,1161,3639,4153,4697
+,965,1020,3647,1406,83
-,291,0,0,0,0
-,654,0,0,0,0
+,919,3717,1512,2234,1590
+,3650,438,177,1038,514
+,3192,58,725,1440,4572
+,4078,1184,2991,246,3262
+,3629,4265,2957,3914,4591
+,2003,1177,4324,4506,3976
+,3471,4392,4379,1949,2218
+,3242,2882,3930,1291,4469
+,253,2337,4654,1848,1743
+,3122,2217,1415,2111,667
+,3507,3243,3651,833,938
-,761,0,0,0,0
+,1408,2101,248,1584,3998
+,1748,817,1635,3417,1150
+,2658,2277,1248,3546,2315
-,118,0,0,0,0
+,826,2890,3183,58,552
+,1954,4960,4474,3896,597
+,2813,4450,1867,2435,1887
+,1327,3380,491,2576,3080
+,3977,1858,4181,4798,2930
+,4125,3067,122,985,1616
+,4312,4484,1618,4859,1780
+,200,4418,3535,3532,154
+,1431,342,2252,392,4384
+,3735,275,1020,1962,1559
-,878,0,0,0,0
+,3460,2352,2171,71,208
+,2708,810,544,1079,2444
+,3637,1837,837,1268,1161
-,102,0,0,0,0
+,3293,2272,2220,961,3316
-,932,0,0,0,0
+,383,4583,4983,4722,4514
+,1951,1876,2322,2405,1450
+,4535,1697,1866,3638,4172
+,3203,221,2620,2027,1637
+,2305,2877,2649,3164,832
+,1907,4247,2343,1672,1004
+,4403,481,3434,2747,1737
+,4892,2617,4371,1791,3061
+,780,4959,185,1490,2324
-,147,0,0,0,0
+,4376,83,3086,4523,4358
+,1036,2061,4308,2601,2052
+,4756,3561,1330,1824,784
+,2850,3651,2970,4639,545
-,216,0,0,0,0
+,911,4272,3233,922,784
-,794,0,0,0,0
+,2255,3398,3288,1088,2982
-,803,0,0,0,0
-,469,0,0,0,0
+,2099,2103,1759,1562,1348
+,3732,2941,1422,4994,2132
+,4463,1087,3289,4871,126
+,2384,4864,4391,914,2903
-,21,0,0,0,0
+,976,962,1291,4332,3451
+,1501,4050,523,1740,3112
+,1376,4053,4779,1185,360
+,4494,4112,3076,4524,2635
-,614,0,0,0,0
+,1953,1982,47,2017,2424
+,1888,4576,2499,1990,2706
+,423,3705,113,2832,2596
-,303,0,0,0,0
+,400,4147,3673,3983,231
-,658,0,0,0,0
+,3605,2891,3361,4274,1663
+,2193,2022,93,3798,1467
+,2508,1966,2635,1294,42
-,218,0,0,0,0
-,111,0,0,0,0
+,4107,3607,1093,4203,3905
+,3504,1857,2200,2448,2057
+,2634,903,2644,870,2551
+,2356,950,1719,4137,3427
+,3266,2661,4407,3169,1075
+,761,4724,4486,4661,2224
-,599,0,0,0,0
+,2427,3993,1895,4984,1563
+,3381,3350,3506,2995,4090
+,3578,3404,1055,3800,508
-,459,0,0,0,0
+,807,1713,33,4021,1809
-,563,0,0,0,0
+,1277,4042,2861,3911,4233
+,2832,4573,4659,3443,2167
-,980,0,0,0,0
+,2368,1250,124,4701,2099
+,4908,1698,4048,4144,193
-,755,0,0,0,0
+,2854,214,1372,1600,218
-,886,0,0,0,0
+,2872,551,3470,1216,1855
+,1679,878,4287,2705,4207
+,588,4376,4950,700,1095
+,4045,30,2811,1346,3465
+,1413,1412,4389,2600,3926
-,605,0,0,0,0
+,151,633,1849,3065,2581
+,3547,2050,3817,388,752
-,63,0,0,0,0
+,290,3564,853,1183,4600
+,3086,2139,3360,3521,262
+,1973,1998,80,1624,2681
+,3065,1863,4526,2289,3845
+,2210,1578,2322,3448,2255
-,516,0,0,0,0
-,962,0,0,0,0
+,314,1913,3371,2257,270
+,43,2326,377,1649,4156
+,98,4261,3702,2,2588
+,1794,2197,1707,227,732
+,816,4828,2652,806,381
+,2092,2205,4593,2407,4244
+,4440,4017,329,3410,372
+,497,252,4860,1211,1161
+,2896,4280,1290,3087,1710
+,3262,2,3314,2020,149
+,2066,1005,2763,2569,4779
+,757,4536,378,4618,1532
+,1705,3337,4363,570,4257
+,3331,472,3933,1176,4624
+,4317,1974,1014,4696,2513
-,221,0,0,0,0
+,4123,2077,2561,4670,2268
+,1444,1021,4626,749,2329
+,719,1956,1605,405,2377
-,401,0,0,0,0
+,275,2216,1184,4568,290
+,3248,2597,4196,2503,3292
+,2756,2931,3986,986,3641
-,295,0,0,0,0
-,140,0,0,0,0
+,4923,4048,1796,1551,1432
+,3236,186,3767,3627,1560
+,1911,4678,4572,1110,2598
+,2667,2001,3888,1625,3442
+,1104,4431,4841,957,1789
+,50,4841,2174,1431,4843
-,304,0,0,0,0
+,407,4817,394,2504,3069
+,1204,1218,3628,2389,3929
+,929,2467,3327,253,1249
+,4169,3431,3726,3764,4660
+,3513,143,337,3274,1434
+,2591,1778,2745,2874,4176
+,2829,3401,3683,4400,526
+,1866,4326,2318,500,2631
+,2637,4114,1410,327,3050
-,921,0,0,0,0
+,1616,2423,4338,1042,4217
+,4865,2137,2070,1689,1864
-,46,0,0,0,0
+,4225,2976,2892,85,1663
-,285,0,0,0,0
+,2004,2079,2113,1720,4771
+,2452,1864,2642,1521,1791
+,2647,4519,3112,2077,332
+,1845,2342,3571,1096,1540
+,3835,2569,3221,4946,613
+,1665,877,193,2665,2432
-,108,0,0,0,0
+,4197,3624,2728,1018,4069
-,222,0,0,0,0
+,669,2216,4208,3293,1592
+,2627,182,2433,1738,2410
+,1634,1317,3757,2367,3592
+,605,292,646,954,2497
+,4360,494,3723,2498,3561
+,3034,3545,4681,49,4749
+,2725,4853,469,2663,4486
+,720,2342,4044,809,660
+,745,2874,4793,1036,625
-,660,0,0,0,0
+,2267,2150,207,3200,3746
+,2483,1991,2638,1357,1018
+,1026,534,340,4372,723
+,1265,1063,2466,4749,638
-,738,0,0,0,0
+,2391,260,113,3799,4606
+,1970,2499,3871,3622,1164
+,2573,1127,200,2194,1079
+,2650,4238,1383,599,3500
+,39,2664,1148,3470,1355
-,80,0,0,0,0
+,1361,1667,4059,3713,3751
+,377,2595,1921,3866,1872
+,4031,4574,4415,2896,4474
+,3741,982,40,3036,2756
+,3683,733,3241,2086,2783
+,324,86,1708,1874,3519
+,4251,1638,2763,2745,4808
+,1208,3450,2694,407,2087
+,2235,3527,1532,4816,4468
+,1383,3763,1636,286,2959
+,325,2671,2170,3729,575
-,509,0,0,0,0
-,214,0,0,0,0
+,538,3750,3427,1609,4999
+,1768,1708,3350,1982,4992
+,3274,4352,3811,2264,2891
+,2411,2169,192,1650,4839
+,898,3511,1046,104,1002
+,3826,1770,3648,785,866
+,4311,4005,4528,2846,2438
+,2808,487,2248,2565,3078
+,2761,3898,3090,3182,4258
+,1693,47,2503,772,3824
+,4971,3686,2407,4961,3193
-,346,0,0,0,0
-,267,0,0,0,0
+,1557,1651,1525,1721,2345
+,731,2208,1681,1865,3389
+,4414,1728,1830,78,2743
+,801,1595,1350,3529,2750
+,56,1384,1943,1725,2677
+,4510,3386,993,3529,65
+,46,1308,3112,3051,1426
+,499,207,1204,776,1169
+,4572,4555,934,2896,2051
+,3693,959,415,2755,2327
-,232,0,0,0,0
+,2849,2119,1395,3295,1392
+,3685,2418,3774,2408,3237
+,2491,3478,4691,4631,1335
-,812,0,0,0,0
+,4466,1917,1159,3257,3719
+,2402,3329,1900,4457,2010
+,2229,614,60,196,1979
-,111,0,0,0,0
-,314,0,0,0,0
+,3969,2055,290,4117,1051
+,3931,449,1861,445,3142
+,2614,1232,3504,585,711
+,4548,1632,4463,4891,3813
+,3866,4120,2106,3383,2410
+,451,3943,4160,2845,3666
+,2097,1932,3950,3581,3237
+,2516,1928,4738,2847,4657
+,3267,642,3397,1258,2581
+,72,2415,545,385,2758
+,1595,3561,3406,4695,4347
+,40,781,488,4397,1452
-,69,0,0,0,0
+,989,741,4627,105,4434
+,1385,4707,3633,4233,4798
+,3942,286,2445,1693,1705
-,255,0,0,0,0
+,3531,3781,3679,3806,4193
+,283,1408,2889,4397,4531
+,2339,1568,4144,1367,3877
-,234,0,0,0,0
+,1606,4892,2048,15,4826
-,268,0,0,0,0
+,4306,992,255,3048,1495
+,1835,4341,2973,4454,4647
+,714,2590,164,1030,2534
+,2723,1118,778,525,3259
+,1708,4632,1224,718,1049
+,1780,793,1395,22,3270
+,2204,4288,3239,3860,1313
+,4837,298,2845,2853,4899
+,1622,3473,4166,880,1939
-,652,0,0,0,0
+,4667,2959,704,531,2460
+,4583,1409,4475,4051,3860
+,596,4810,4067,658,1865
+,1995,3970,2197,4665,3701
+,2181,3109,1431,3755,4860
-,83,0,0,0,0
+,677,160,946,1766,310
+,1119,2342,4416,1319,2494
+,1724,2018,1005,2490,2632
+,2926,542,4511,2938,1839
+,3945,1239,2885,701,3544
+,3300,911,3601,3952,771
+,2157,85,1906,4525,1024
+,2332,2125,4181,2444,3339
-,417,0,0,0,0
+,1644,3450,96,4982,1134
+,3304,3384,2577,3139,2364
+,232,4389,1957,2935,3117
+,4415,597,1842,720,2120
+,800,377,1736,4968,1609
+,886,2477,84,4725,901
+,1130,3259,4198,3414,1020
+,298,4494,1705,1153,3895
+,2788,3608,2065,2950,2699
+,3415,3136,4737,2345,3111
+,2051,2511,3864,3925,3767
+,2530,7,3335,859,3451
+,2461,225,4346,189,4557
+,2724,3386,2858,375,4520
-,622,0,0,0,0
+,4392,828,721,1268,996
-,152,0,0,0,0
+,4713,4875,38,1171,4019
+,1120,762,3161,2843,4056
+,1101,4384,1946,613,781
+,1031,3067,687,924,941
+,4551,1487,514,2034,2460
+,3534,2703,4959,4042,1108
+,1669,2429,1048,3217,1108
+,4602,3639,805,652,3345
+,1191,1857,1802,84,4623
+,3564,1843,3383,726,874
-,103,0,0,0,0
+,1247,4287,4239,1841,2273
+,4703,881,2980,217,3867
+,843,2813,3987,4256,170
-,363,0,0,0,0
+,1854,1269,3706,3650,226
+,1805,3841,1693,4879,364
+,2032,2870,3548,122,3788
+,4358,4677,2984,4477,2457
+,1840,4095,3867,4750,3377
+,4090,337,257,1073,1071
-,740,0,0,0,0
-,25,0,0,0,0
+,2474,2337,254,4697,3642
+,447,217,736,432,2233
+,2911,680,3713,3493,4714
+,4791,2072,2820,4539,2548
+,480,305,3054,2862,3047
+,4106,226,3174,2663,3413
+,3583,764,436,1788,898
+,709,1864,2655,2398,1804
+,706,3374,2494,2579,620
-,109,0,0,0,0
-,265,0,0,0,0
+,1250,3229,314,665,3827
-,889,0,0,0,0
-,829,0,0,0,0
+,2611,2882,3088,3580,1936
+,1952,146,2885,3207,4539
-,582,0,0,0,0
-,432,0,0,0,0
+,2519,1578,606,2333,3448
+,4619,1890,4701,1626,4080
+,2403,4792,2747,2223,78
+,1505,1706,4731,3870,3528
+,2035,1827,1116,4690,1883
+,3532,4901,2935,4012,793
+,4343,3273,478,547,3392
-,85,0,0,0,0
+,3322,3002,181,4189,121
+,180,1324,4365,3714,172
+,2777,4527,2586,3289,938
+,1278,1010,695,2375,97
+,1476,2440,4920,3395,319
+,3044,2478,402,68,4183
-,689,0,0,0,0
-,867,0,0,0,0
+,3943,4331,3420,526,1882
-,798,0,0,0,0
+,113,1079,1984,1422,2816
-,365,0,0,0,0
+,2858,828,1871,4897,4407
-,360,0,0,0,0
+,545,2129,1912,1032,2599
+,3699,3576,4699,1239,4004
-,879,0,0,0,0
-,491,0,0,0,0
-,352,0,0,0,0
+,4431,4006,4466,3950,780
-,917,0,0,0,0
+,1072,1443,4975,1059,2487
-,520,0,0,0,0
-,645,0,0,0,0
+,512,420,935,2845,3498
+,3988,431,2303,8,3250
+,425,3824,2373,3997,2719
+,1070,2687,3183,1961,892
+,107,696,3766,1749,1065
+,765,3662,2932,1554,4706
-,294,0,0,0,0
+,2748,3085,1749,4726,1380
-,421,0,0,0,0
+,1706,900,4654,3619,2385
-,254,0,0,0,0
-,638,0,0,0,0
+,2049,2309,3989,518,1652
+,2459,981,951,121,2637
+,2703,4559,1570,4359,4732
+,4504,3422,1538,4625,4258
+,3287,3198,3160,4824,3645
-,308,0,0,0,0
+,1193,1866,1325,3822,499
-,198,0,0,0,0
+,3276,1375,4593,4724,2188
+,2487,4159,3822,2608,4926
+,3254,3704,1975,3078,4417
-,965,0,0,0,0
-,91,0,0,0,0
+,3153,4639,3472,4105,2250
+,3797,923,3559,389,3911
+,479,859,3568,3696,3034
+,2159,2716,2306,1007,3810
+,2370,4666,132,2174,4248
+,1715,3661,4018,2107,200
+,352,848,1520,2523,2858
+,2690,952,4828,4456,217
-,970,0,0,0,0
+,2996,1719,2233,2073,3603
+,304,2225,1761,2065,171
+,3853,509,4073,3141,2589
+,1637,4707,1708,2804,2512
+,77,1589,544,1456,2871
+,1729,4848,2857,1710,3310
+,3376,4051,1015,2379,3332
+,3713,2182,818,908,1644
+,121,2000,3050,3027,1264
+,2478,1197,3690,4598,2939
+,1680,1404,1398,223,4444
+,2270,861,3998,2509,4327
-,183,0,0,0,0
+,4301,1678,2663,974,4976
+,3594,3980,2176,2715,1892
+,4100,4708,2979,935,4057
+,3922,201,3437,386,177
+,3039,2754,1057,4093,1258
+,5,224,4886,4260,1779
-,608,0,0,0,0
+,2404,2482,3638,1600,3747
+,1858,4740,1309,315,4647
+,2512,3817,1944,2651,3436
+,3201,4180,1144,247,663
+,3525,606,4794,4891,401
+,4584,957,3157,3165,237
-,610,0,0,0,0
+,172,4266,4979,854,304
+,3382,2167,679,3562,2648
+,1232,1418,2950,842,4563
+,4850,2915,269,4102,2570
+,4815,4543,3150,2159,626
+,916,3250,10,3614,519
+,4019,1450,4576,2836,1008
+,4912,157,659,2752,2447
+,4404,2629,4608,3293,116
+,271,2508,4634,710,1188
+,2526,388,3092,544,3562
+,2367,1294,3911,4314,1523
+,79,4787,3231,725,610
+,1630,3153,3156,42,3160
+,2271,2242,3926,3315,3314
+,2348,1122,642,3683,4370
+,450,4794,744,3427,481
+,2944,4414,4872,3473,1926
+,3951,978,983,516,4412
-,356,0,0,0,0
+,4270,1717,2717,393,2619
+,4412,23,2712,722,1674
+,1078,3644,3096,1640,2070
+,2463,2309,1951,3621,562
-,335,0,0,0,0
+,4841,2693,2824,4956,1974
+,4874,5000,4567,799,2307
+,2098,353,4326,4580,2155
+,2399,1768,3149,4728,540
+,2075,1376,3827,2922,2702
+,396,871,849,3050,1504
-,41,0,0,0,0
-,956,0,0,0,0
+,1391,1318,2090,3192,4413
+,411,1411,3606,2813,1267
+,1233,3142,1159,1636,3312
+,3796,197,3595,3431,1022
-,583,0,0,0,0
-,867,0,0,0,0
+,2263,525,3090,3350,4037
+,3658,4424,3608,1754,4123
+,2162,2793,4861,906,2073
+,3341,4687,21,3650,1476
+,883,3043,2444,4994,556
+,4745,2907,1265,336,2236
+,1378,4861,4390,1472,321
-,351,0,0,0,0
+,2377,4937,4422,2039,481
-,876,0,0,0,0
-,965,0,0,0,0
+,4381,4069,402,4376,1621
+,2320,321,3020,867,4405
+,1656,4907,1064,23,1078
+,1302,4278,3245,2201,3794
+,4191,3953,109,4742,1936
+,4532,4115,2426,1936,2928
+,270,3006,2914,3328,2986
+,4380,1488,179,989,4983
+,3010,4142,1883,1187,2596
-,26,0,0,0,0
+,2631,731,2997,4481,2877
+,3185,4733,4098,4251,1749
+,44,155,1187,146,4520
+,666,1451,1320,1491,1111
+,3711,99,4323,2041,950
+,4010,2560,4988,1041,3069
+,452,1195,3009,1361,3308
+,1832,3116,748,2966,1185
-,62,0,0,0,0
-,299,0,0,0,0
+,4115,3381,2478,4297,963
-,89,0,0,0,0
+,4975,1323,1010,2201,1351
+,4290,3926,3380,1479,4664
+,362,341,1987,2937,2264
+,751,182,4794,1656,1031
+,788,2336,1620,679,4903
+,3433,1914,3988,4218,2604
+,2217,1937,2998,485,140
+,589,1465,1260,2132,4126
+,859,4159,2008,2153,4794
+,1249,4881,3595,3048,2198
+,676,2527,482,1782,4640
-,845,0,0,0,0
-,877,0,0,0,0
+,135,4946,4264,4876,3043
+,1843,884,3280,3194,3775
+,536,2216,1137,4080,4481
-,706,0,0,0,0
-,362,0,0,0,0
+,2972,3496,4130,3172,226
+,4621,675,1347,2919,4989
+,2496,3318,4100,3998,88
+,3657,2131,1076,2218,4757
+,415,3378,2902,3900,3841
+,4680,2286,2296,344,388
+,2380,2952,1223,3850,954
+,520,2242,3738,3991,2950
+,1414,1912,4033,2449,2656
+,4836,2761,2341,3716,508
+,237,655,1168,4070,1512
+,3461,69,1030,3924,3670
+,2749,1443,1816,2818,431
+,2424,1754,1649,4908,2226
+,3576,103,2141,1654,1092
-,485,0,0,0,0
+,4325,3511,1219,367,4438
-,330,0,0,0,0
+,4320,636,2634,3898,95
+,4660,1764,4078,981,1495
+,4375,4818,4281,3590,1643
+,3216,2127,2460,2026,3870
+,582,4462,1957,3944,2674
+,28,1384,4027,2974,4887
+,4336,3128,1380,1587,4918
+,2326,397,4857,1000,1914
+,4076,401,4829,976,1227
+,1496,4673,802,1508,890
-,111,0,0,0,0
+,1466,3639,1302,1333,2437
+,241,4836,1403,3447,3123
+,4828,4955,4583,2967,3724
-,585,0,0,0,0
-,163,0,0,0,0
+,4904,4221,2240,1111,4619
+,9,3952,211,2457,327
+,3024,3076,697,417,442
-,409,0,0,0,0
-,562,0,0,0,0
-,740,0,0,0,0
+,3001,2942,3156,535,926
+,3681,887,3984,4999,4026
-,946,0,0,0,0
+,2128,246,2748,3807,4337
+,3260,1767,780,4097,1368
+,897,4917,2471,4895,2248
+,1137,3876,1138,318,655
