OP,A1,A2,A3,A4,A5 
+,4515,4496,1359,7093,666
+,7999,5499,7736,7944,518
+,5992,694,2880,7610,2608
+,364,8823,5041,8093,1820
-,962,0,0,0,0
+,7375,3466,8513,6468,9404
+,1672,6723,8019,6652,7132
+,9714,8399,4080,3571,9650
+,4418,6804,1339,5604,9215
+,879,2898,907,6822,7518
-,517,0,0,0,0
+,7655,2031,3394,5785,7305
+,8795,3809,1022,4416,8979
+,8284,2671,383,2554,5616
+,820,8007,1412,5898,5119
+,2366,4110,7249,4165,9411
+,2520,3922,6477,2843,1123
+,9737,7546,8437,8540,1861
+,7017,660,9033,3686,4524
+,1694,1008,9348,5488,6641
+,6474,2258,3177,8792,609
+,5001,5869,1720,9825,6196
+,4496,3200,7670,8742,5916
+,6760,7283,3540,4780,4853
+,290,503,9615,9053,4063
+,9978,1148,1025,244,3559
+,5613,1824,2703,8978,9805
+,7686,6789,7752,546,7487
+,505,3145,7249,8822,4099
+,9079,5354,5217,843,8574
+,8911,9161,79,8831,1344
+,1826,6274,2949,1664,56
+,8599,7298,7555,8081,7580
+,1916,6156,7867,5931,5466
+,569,7573,6401,5878,1959
+,1903,4236,1048,1251,5965
+,6555,2843,1806,3524,2600
+,553,5685,2646,5569,4377
+,5994,7683,4503,5611,1275
+,3007,7543,6943,8162,6009
+,8205,2160,1810,821,7037
+,8501,61,856,653,7627
+,2329,2250,9879,4100,2297
+,1448,2376,5445,2552,53
+,2131,4620,465,247,9056
+,2342,1580,6944,4921,2668
+,5796,6994,1736,9534,1968
+,8413,6492,3650,7264,1118
-,418,0,0,0,0
+,9424,4435,3956,324,7434
+,8383,4030,1236,8740,1995
+,4774,6175,734,8708,4280
+,6226,5786,7121,1463,2950
+,4836,9378,2346,2627,5466
+,6583,9244,4177,9942,6911
+,3198,4635,3811,5282,1987
+,7127,6467,2592,3045,5171
+,3847,8621,413,430,1495
+,629,5512,483,2215,797
+,7351,9860,9882,4519,8522
+,8408,6068,5363,752,4911
+,5822,7032,5727,9296,6531
-,847,0,0,0,0
+,9556,8343,2959,5829,3854
+,3917,2469,876,4986,3911
-,383,0,0,0,0
+,2111,9669,2891,2378,9970
+,7729,6597,6425,8048,875
+,419,3631,9816,9000,1286
+,4540,176,4128,6520,9125
+,2674,6093,6262,1843,6230
+,9502,6477,2855,5124,1908
+,7800,4944,1788,6859,2349
+,9500,5880,2237,2166,9204
+,1462,3205,3584,9030,4308
+,8148,5696,1070,3146,7888
+,2059,1516,2274,6536,9815
+,5655,1298,7383,670,2366
+,3384,3402,9719,2516,4965
+,6740,9921,1987,8244,2592
+,2365,2177,3582,7100,2404
+,4965,2115,8645,720,8555
+,2426,7302,932,6884,7246
+,4741,7170,8741,9556,2111
+,4413,3293,11,6485,4088
+,8387,8097,2279,8582,5123
+,6831,2803,3944,474,5523
+,9381,6516,5417,2593,7173
+,2030,3347,5468,218,1877
+,2343,8599,6526,329,5785
+,6847,3094,6067,5118,1869
+,3344,4273,9445,7928,4256
+,6668,540,2788,6138,1472
+,1018,5808,766,4344,9410
+,3449,7167,2067,6711,1887
+,3416,3105,2025,1789,9546
+,292,5996,811,3920,6215
+,3024,68,73,5802,3429
+,739,4813,5417,6641,3924
+,7763,3526,8868,4785,1478
+,4961,7340,5396,7861,1013
+,2338,3270,8076,601,6731
-,932,0,0,0,0
+,1375,8025,2377,5815,7130
+,3601,8207,6668,5494,5937
+,3324,9074,8482,8767,1951
+,5957,3803,9553,2875,4622
-,562,0,0,0,0
+,1158,1110,6797,4294,3542
+,2171,5960,1185,2072,82
-,550,0,0,0,0
+,5965,6220,1114,6756,1335
+,6955,9541,2367,4104,3962
+,4597,6085,9846,2907,5685
+,2971,4618,5944,2673,2862
+,1469,9375,2787,8407,7783
+,8802,9384,399,3537,1813
+,7532,3719,6405,6281,6287
+,7830,7591,7542,3538,6394
+,6733,8924,3506,5891,6578
+,9055,7088,1443,9839,7512
+,8666,838,430,6402,4831
+,8354,9722,8702,7165,792
+,4872,3014,3889,3654,5652
+,1082,1626,4987,6292,3956
+,4324,1003,505,4933,7985
+,5385,285,2194,297,4843
+,7776,8579,1567,7187,164
+,1730,6029,9341,6844,5589
+,7084,403,5666,5851,651
+,3242,3493,1541,8411,5376
+,9440,3121,2259,9039,3118
+,2364,3525,7746,8503,4279
+,412,9271,5848,7922,9576
+,701,171,6010,999,8390
+,3085,5693,8733,5039,4121
+,1268,5075,8782,4291,2243
+,8866,5437,5389,1804,5632
+,7391,8798,2987,6310,5141
+,4190,5163,7053,1661,7631
+,6504,3207,6832,1750,819
-,884,0,0,0,0
+,6390,4340,2501,3038,7083
+,9023,5047,682,5218,8949
+,5722,4295,9346,8741,1657
+,3379,318,7738,4382,2330
+,3876,7385,99,836,9300
+,6235,5626,4793,3532,3890
+,6989,5276,8140,479,6297
+,7326,947,4837,1858,2742
+,592,75,6159,9869,880
+,8639,2042,4818,2878,1215
+,1084,5196,8544,2241,3620
-,728,0,0,0,0
+,2378,9611,717,9926,7451
+,4649,2,2885,9418,6741
-,154,0,0,0,0
+,4685,4199,7741,2359,709
+,4363,8089,7904,1288,3010
+,5697,9291,7114,8922,6816
+,2017,5767,8837,8888,6238
+,6799,6270,9810,3530,3922
+,5264,8818,7214,9860,3284
+,288,7243,5289,250,2940
+,6033,1337,44,4306,3910
+,3623,752,3141,2467,6112
+,3607,3510,897,2970,5625
+,5430,9812,2365,9968,5252
+,24,2824,5100,5883,5072
+,5240,507,4800,7176,7784
+,2353,3093,5360,1513,2741
+,9061,5970,4752,9808,7321
+,8093,770,9915,3512,609
-,586,0,0,0,0
+,3131,3693,1138,3952,6224
+,2856,7652,1571,8752,2313
+,393,6372,3196,6327,7974
+,9530,2764,4229,8914,8801
+,991,124,814,4405,3138
+,2991,816,9506,2627,393
+,8740,1546,4988,3840,4237
+,3076,7522,621,3006,8500
+,3360,1176,6558,7824,963
+,9864,4043,380,2718,4719
+,4443,6064,4028,5746,3353
+,1541,7585,4619,9142,2428
+,8320,5499,1887,1459,7450
+,7801,3618,8537,5475,2592
+,3276,4786,619,2241,4208
-,552,0,0,0,0
+,722,3371,453,2219,6154
+,745,2723,9125,8926,3478
+,555,5924,8317,7080,6895
+,7991,3231,5880,3889,5509
+,217,5069,5481,6691,3179
+,1093,6655,4295,8812,3094
+,7749,1726,9835,5681,8362
-,72,0,0,0,0
+,8692,2508,1284,1615,925
+,2264,5724,1497,1881,6740
+,8480,7260,236,2842,6702
+,325,2992,8546,305,3131
+,6840,4880,2967,1838,1749
+,381,3140,2424,8787,7930
+,3766,2359,266,2855,5605
+,4327,1655,6412,1888,3743
+,4317,6697,2009,5731,7736
+,2126,5977,1104,6907,828
+,1167,9356,2545,525,5454
-,579,0,0,0,0
-,895,0,0,0,0
+,8370,3952,5981,4324,308
+,3814,3763,3468,3583,2845
+,9570,9739,8854,5446,8913
+,6231,5350,9551,4191,5938
+,3224,3908,2281,7125,2990
+,7698,4876,2551,4395,7967
+,3783,5965,957,4437,6435
+,1135,2168,409,3426,2497
+,8849,7352,1502,5820,1781
+,6171,6307,6720,6080,1560
-,894,0,0,0,0
+,1110,1515,3681,301,1866
+,9886,4954,6669,9534,1
+,1474,998,3378,9823,6439
+,8512,5725,3371,841,6858
+,6392,4280,950,1093,7937
+,6887,3174,9654,8218,5859
+,5842,8190,8270,87,7851
+,5926,8818,4397,3981,7926
+,7349,966,827,8411,3652
+,6217,2657,3070,8161,2853
+,6278,1428,8393,1984,594
-,46,0,0,0,0
-,73,0,0,0,0
+,2007,3709,2591,2147,6714
+,6312,7941,7027,6096,4985
+,5594,7770,4723,3543,5174
+,7626,3265,3738,7802,5285
+,9496,1518,3494,6486,4976
+,8806,1093,4434,6705,1372
+,6916,4548,7893,7096,4677
+,2252,174,4105,4732,3586
+,2957,7540,7468,7652,413
+,8534,6777,2465,5640,5036
+,2670,7586,8385,6456,5348
-,48,0,0,0,0
+,3126,6777,4170,7275,9498
+,2494,7534,2516,541,582
+,6460,4054,2498,9932,6482
+,7634,8274,6215,3259,5569
-,556,0,0,0,0
+,8175,9345,685,7525,2115
+,9630,1025,659,9275,5253
+,9858,2853,4266,4579,5990
+,1734,1991,1562,1088,7456
+,5780,9476,4205,7420,6646
-,643,0,0,0,0
+,3146,3901,954,9199,1502
+,241,8781,6299,4001,3725
+,1252,6494,20,352,188
+,4937,8399,2952,8678,5490
+,4530,3720,7278,7440,3559
+,3142,2127,4800,9494,7012
+,2791,1360,6762,2732,4184
+,7446,2591,9208,5324,8423
+,7840,5547,4621,4093,6177
+,7130,8355,9964,8140,2009
+,1341,6882,4974,3318,4191
+,2384,6708,9579,3434,9257
+,5527,5885,8910,4938,9798
-,965,0,0,0,0
+,392,8118,5977,4187,1502
+,2497,575,33,8201,2549
+,6428,7562,6058,7778,5913
+,7094,2769,2689,9234,5359
+,6729,3975,8816,2674,5650
+,3973,8589,7058,9239,6672
+,3566,4299,6704,2101,7683
+,1320,7715,4701,3626,3325
+,1930,545,2432,6617,9927
+,1379,4197,793,867,5664
+,5027,5494,8129,8885,4128
+,2170,8331,9327,773,4187
+,4267,4202,2740,8943,3025
+,4543,5486,3468,9741,4324
+,3214,5064,9048,3114,553
-,168,0,0,0,0
+,1183,5563,4718,4736,5322
+,3812,6155,2177,2948,2656
+,838,7895,4719,4936,7816
+,2524,2423,1800,8503,3932
+,5710,6627,985,4587,96
+,7400,6957,1936,2771,9805
-,131,0,0,0,0
+,1975,3486,5918,3623,191
+,6735,9879,7503,8208,166
+,1967,5513,8513,1944,3437
+,2358,736,1761,4967,1161
+,5690,3009,7228,2229,6556
+,8164,3816,1172,2712,5515
+,3280,7769,8489,1378,4360
+,1529,2471,3894,5015,0
+,4573,5803,8353,3350,7135
-,790,0,0,0,0
+,9188,9894,3542,76,4422
-,417,0,0,0,0
+,3030,5211,2989,8582,3947
+,7578,2566,1439,8621,1236
+,6239,4659,4156,8778,6896
+,284,9556,2614,2505,744
+,1579,3054,4862,8306,4528
+,9594,3396,1207,5822,6679
+,2544,6006,4128,5498,2205
+,1236,1324,8570,6466,3746
+,9545,8321,6318,1126,3752
+,7209,4892,515,5727,158
+,4344,8336,4331,9107,4595
+,6047,9142,7545,6737,7066
+,8319,6327,262,757,2398
+,5348,1415,5927,9773,2808
+,8708,7868,7624,3194,1385
+,2257,174,2370,4755,5803
+,7535,3302,4986,84,2565
+,9450,5775,4948,5718,4542
-,672,0,0,0,0
+,6310,1304,6857,3974,2592
+,5548,9018,4585,6535,2373
+,5244,5924,3930,4103,980
+,535,327,1109,4499,4611
+,9160,9108,5379,2797,9414
+,3297,9764,6606,2450,5027
+,8058,1976,5579,1346,6880
+,8993,240,1986,2469,2023
+,2052,7983,3319,6996,6065
+,6429,2504,1601,8466,6222
-,4,0,0,0,0
+,9416,9055,6324,8959,9259
+,5894,3295,7306,2871,1363
+,4588,1938,4380,8450,8955
+,8934,2095,157,3308,4173
-,94,0,0,0,0
+,7937,6729,5652,8367,964
+,4030,1880,8632,9977,1010
+,5936,7278,6028,7741,8447
+,9262,6744,5794,4978,8441
+,5005,112,7071,239,9640
+,9974,2444,2784,7623,1691
+,5371,2464,9268,8641,2321
+,5183,5623,5699,532,8689
+,9460,2750,9524,7039,6591
+,296,4867,3864,6427,9717
+,4129,3224,9785,7452,7054
+,4206,1823,6685,4721,2209
+,7098,1941,1503,3233,3008
+,6652,4331,4451,3875,3894
+,7167,8432,5530,1933,5972
+,5019,5997,4952,212,2932
-,32,0,0,0,0
+,7444,9910,8851,75,5666
+,1516,7609,9951,2967,1994
+,2055,3062,7879,2999,6464
+,1994,3170,5903,1781,4157
+,4041,8056,1115,2493,6514
+,8784,8925,4807,5696,9305
+,6362,3346,6987,8724,130
+,9741,5617,3627,4122,5804
+,3110,57,9393,9308,2523
+,8578,5896,104,9127,5614
+,2277,4964,4901,8116,7644
+,9991,7116,1342,6966,212
-,568,0,0,0,0
+,5816,1734,6605,6598,277
+,7507,8795,7559,2275,7807
+,3595,470,2755,3772,5879
+,4982,9710,2328,7275,7317
+,9192,1559,6104,1800,6867
+,8626,5742,8875,7415,1745
+,5017,832,5099,2681,1667
-,724,0,0,0,0
+,9554,4169,7253,9360,7688
+,5907,6556,9384,2331,6416
+,7919,4092,642,8552,6355
+,4393,5401,1238,2516,677
+,6519,3514,9760,5556,8011
+,1395,2148,6809,9106,7764
+,494,8161,2115,6341,2862
+,1179,3573,2455,7563,6510
+,5904,2367,5708,2981,353
-,653,0,0,0,0
-,413,0,0,0,0
+,19,3692,3433,447,876
+,5425,6771,3339,7604,5876
+,7271,8834,5633,5745,4695
+,7858,7788,7255,1609,857
+,4666,8851,5848,9936,177
+,5309,3083,4825,20,7696
+,6124,8129,5263,3421,7690
+,5169,4220,6617,2143,3776
+,2157,4529,5749,4857,1930
+,2821,1799,8562,7862,9747
-,875,0,0,0,0
+,2789,7913,5128,8048,7934
-,910,0,0,0,0
+,1368,9108,7569,3779,6962
+,2653,4211,530,3282,922
+,2485,750,2123,1632,9743
+,7537,2366,3006,495,7201
+,9919,8605,1372,7212,4397
+,7414,7430,9148,2981,2499
+,3482,5337,60,8577,6471
+,9956,4959,8495,295,9105
+,6031,4654,9159,5165,1722
+,7286,1274,6386,6214,7614
-,397,0,0,0,0
+,9531,8453,3638,9434,1408
+,8808,5371,5909,7165,9391
+,1544,4115,8637,4667,1231
+,4835,5303,8013,5053,455
+,6218,3641,5905,8501,4487
+,3436,6302,19,5025,2040
+,2950,7579,5386,467,767
+,130,6102,7210,2237,8366
+,979,3657,5451,2199,1321
+,2183,3099,6442,869,7837
+,9487,5194,7265,4756,8277
+,1415,1005,9210,8275,3825
+,5281,4852,4440,2957,3480
+,4151,9216,24,945,9945
+,8438,4138,1588,5303,184
+,9513,1327,3511,8830,5566
+,9497,8810,5488,9064,8072
+,1028,5966,3763,3055,4187
+,6644,6109,4225,7852,4329
+,8741,3031,248,8017,2684
+,8195,2217,3777,6886,4744
-,37,0,0,0,0
+,719,6194,5955,984,1389
+,4577,9243,8326,2546,4324
+,7228,6362,1254,9993,6312
+,9951,4658,3260,8995,9614
+,6438,6736,3960,703,2977
+,5952,5557,8267,1738,1803
+,9428,192,8861,4533,1683
+,8724,6750,9400,3032,5128
+,1399,8515,1924,1609,3803
+,7864,9255,6362,6209,1328
+,5925,6457,2284,5758,4902
+,4231,1930,7297,1696,9808
+,6984,1025,8141,5220,4861
+,3382,8460,6442,8585,981
+,9059,1923,6853,1574,2011
+,4507,5933,2259,1664,712
+,2558,3890,3428,3061,8798
+,9748,6919,872,5370,3620
+,2482,2906,5725,3605,5156
-,942,0,0,0,0
+,9355,1896,4922,4001,9180
+,5819,823,638,3984,1249
+,8272,689,3867,1217,8588
+,3829,5995,6622,1645,4929
+,1951,4815,911,7263,6173
+,5953,5094,4101,9491,1574
+,9362,7800,8181,4299,1121
+,4169,9666,303,7746,5994
+,377,3717,4622,813,3818
+,2476,2715,145,4159,1197
+,3093,3722,2393,4896,9170
+,8683,9929,3829,4936,4437
+,4390,46,2527,7684,1943
+,8671,6818,7774,2654,1989
-,159,0,0,0,0
+,5401,5675,4140,3809,1303
-,951,0,0,0,0
+,7921,9707,5720,422,1455
+,36,3825,2843,3055,3969
+,2680,2765,3971,4613,4059
+,6027,8965,1263,9860,8020
+,6773,4154,6982,4027,3122
-,687,0,0,0,0
+,503,6562,8275,5915,7591
+,2437,9635,2194,4763,6423
+,3682,8612,3438,3188,6688
+,7028,5233,2272,4602,4128
+,9445,4615,4677,2511,1865
+,5283,5023,2435,7654,8473
-,767,0,0,0,0
+,5715,3053,5943,7218,2074
+,4638,9562,9694,6277,4245
+,3281,1860,5621,7495,2547
+,685,8712,8797,3929,1104
+,11,4173,6784,9778,1532
+,6280,3011,5635,5486,7494
+,1695,1933,9838,7617,9925
+,5402,4348,3661,954,2215
+,3462,2305,8590,1103,2330
+,3495,1384,8852,5458,3578
+,666,8738,2247,7764,5607
+,8964,2606,7565,867,4280
+,1047,4810,684,9048,6426
+,5158,9405,3393,7708,4036
+,5991,2775,9325,7212,3256
+,6905,5239,3893,2304,7842
+,8608,9286,5914,9321,2589
+,3816,7774,5943,9417,7534
+,8571,7142,1331,8198,3385
+,8056,9257,1961,7696,3719
+,6591,4239,1176,6517,8702
-,673,0,0,0,0
+,9832,8030,4804,2353,3824
+,5194,9859,4541,2359,6722
+,1087,8165,8750,4999,7060
+,3742,2761,1368,7726,1874
+,3730,2594,7694,4514,8514
+,9071,7013,810,233,5464
+,7273,4896,6866,19,8698
+,34,2424,2985,9269,2497
+,9699,7299,2820,9277,3081
+,5272,2237,771,6278,3988
+,1025,2391,5468,2930,7920
+,2811,5129,2705,1217,5681
+,3516,5035,1982,2847,3642
+,3048,5453,3731,8735,6550
+,354,2580,6836,1880,3574
-,477,0,0,0,0
+,6833,9181,4005,6866,7148
+,1820,2902,9847,1250,8957
+,3640,6678,1040,5550,1220
+,4350,3574,4023,4431,5332
+,9105,7044,5786,3497,5307
+,8843,7321,9257,2764,5538
+,667,6215,7219,4216,5357
+,4258,9547,869,6166,5502
-,655,0,0,0,0
+,5865,7911,3413,8631,8911
+,4029,6482,7628,6295,5487
+,8570,2903,1564,4373,97
-,348,0,0,0,0
-,463,0,0,0,0
+,4002,2106,5762,241,8879
+,2102,2626,4094,2481,7839
+,5330,3193,3369,6101,5748
+,3920,2777,1613,1002,243
+,9449,6235,1450,6180,1160
+,867,7063,1913,6324,6653
+,5460,1602,6179,3434,6198
+,6446,3315,4220,7909,5175
+,7523,9042,4768,9164,9912
+,517,2527,3994,1272,8220
+,804,2848,276,9796,2223
+,8555,9710,9648,1559,4091
+,7382,2594,176,3962,15
+,3714,4875,8304,3792,1325
-,398,0,0,0,0
+,6032,4042,4584,2076,2608
+,7796,8821,1290,6791,5791
+,4970,6216,361,4426,756
+,4758,6307,253,4362,5112
+,2061,5589,3130,4845,5858
+,4988,2768,4485,8018,3200
-,883,0,0,0,0
+,72,4443,5956,8369,1620
+,9228,8729,9298,9765,8871
+,6272,5333,993,4227,6889
+,127,9301,4460,6083,6444
+,7905,739,1086,7409,3934
+,1244,3686,4228,5514,2180
-,991,0,0,0,0
+,2599,715,2868,8639,2211
+,6364,5457,5937,9829,2591
+,2421,4028,9771,6811,6074
+,7793,6261,7128,9860,7918
+,9165,8492,9715,2822,1212
+,914,7609,6775,7079,5763
+,4973,3526,3413,7421,3392
+,9333,9638,5847,1950,3273
+,4737,9035,5518,3176,1260
+,2838,8208,8666,273,7860
+,6056,1377,3929,4376,2645
+,765,5844,5884,1983,9340
+,7199,3784,9839,5440,2518
+,8829,2222,4137,1774,5443
+,9990,3826,7716,7741,2702
+,4053,7038,8601,4187,1074
+,6853,589,5034,7904,6943
+,2532,5377,7331,6431,3373
-,918,0,0,0,0
+,579,8035,3324,9760,4104
+,3651,7508,5468,4542,8222
+,3999,4251,2998,3423,9949
+,2812,7254,2909,2996,56
+,4495,8682,1368,1171,3323
+,2244,6646,5393,9131,233
+,6008,1812,3647,1536,5430
+,4355,1166,7300,2297,9670
+,2303,3467,8922,9082,9001
+,164,4724,2550,4259,581
+,3194,4731,5258,475,9672
+,3209,8647,726,9235,4456
+,7527,4080,296,5957,550
+,2954,2160,6576,7351,2519
+,1457,9223,3295,4574,7415
+,9633,308,4430,9858,684
+,5631,3103,716,6383,4289
+,4236,7250,9756,4168,3774
+,1946,4019,4566,2630,7949
+,6716,7239,863,5192,2244
+,8437,3290,5563,8696,8435
+,565,4920,9287,1993,8338
-,463,0,0,0,0
+,7556,1832,2799,9637,210
+,1931,2403,3441,1743,8215
+,6723,7679,3646,4113,8793
-,331,0,0,0,0
-,578,0,0,0,0
+,1306,9762,8059,9266,7815
+,7814,4879,367,4169,1420
+,5153,2631,3405,3853,3679
+,2817,463,8396,8403,2311
+,755,9035,1941,4233,9778
+,9350,7943,8496,9216,8018
+,9324,8746,9945,5868,9255
+,2236,450,7606,3916,2566
+,8339,2590,6553,4586,7245
+,7189,4322,3540,8090,5878
+,5673,7925,6868,4408,1393
+,3825,1244,4573,3411,6417
+,5051,1713,9817,572,4301
+,4781,9089,7028,9221,3377
+,7558,6724,2017,6773,2730
+,1271,8501,6647,1964,811
+,5253,5468,5983,7138,21
+,8108,578,3247,2949,771
+,3679,8505,5125,3057,4457
+,4521,7216,4412,6788,5730
+,3253,7522,4702,1459,2822
+,3124,3828,6219,655,5676
+,6749,7650,1623,8190,6527
+,1288,3127,1917,876,2413
+,1479,3393,3431,6921,2841
+,8842,3251,3504,8564,1318
+,8150,4993,4919,6465,5551
-,33,0,0,0,0
+,3606,8279,6173,3398,7942
+,9174,7338,886,794,7828
+,596,4187,8593,5371,2942
+,2866,9933,6501,6991,3561
+,3299,4844,967,7831,6911
+,8077,8456,1795,3075,5660
+,8025,8076,2694,952,8965
+,2781,6191,6978,3144,6089
+,6044,7400,1303,9852,5664
+,9163,8001,5404,1290,3228
+,4261,8967,7883,4866,1962
+,6375,9157,5896,2100,4713
+,888,1024,3370,4916,3968
+,4009,6273,6397,8494,9833
+,3764,3272,8602,384,6158
+,889,894,4802,757,2068
+,8154,2567,6084,5594,9766
+,2709,3702,772,734,4899
+,2041,6142,9223,4005,8565
-,363,0,0,0,0
+,4023,6274,1482,931,7881
+,6030,9223,8695,611,3724
+,6613,3273,2353,6831,5740
+,3819,4894,5074,1429,518
+,16,2094,9744,1312,4835
+,626,1555,638,7656,3382
+,7613,9186,6474,9341,4420
+,3546,2761,6384,7831,3992
+,3302,1844,3815,1586,6793
+,1707,6277,2362,1782,1984
+,1090,7583,6514,155,6979
-,16,0,0,0,0
+,178,1899,9207,6657,3487
+,8641,9204,8908,8624,7060
+,5948,2381,3478,5801,1853
-,40,0,0,0,0
-,732,0,0,0,0
+,3898,8856,9786,1799,17
+,732,4948,2491,7064,5332
+,1239,259,3698,5916,9146
+,7345,5254,8909,1448,755
+,2898,294,853,3609,4505
+,4428,2887,6022,8980,9356
+,8259,90,273,9696,1280
+,2293,9771,9589,1936,5314
+,3381,676,2965,5296,5397
+,4941,5772,8662,4086,5534
+,7735,1556,1351,5421,3242
+,4904,2277,6290,9001,8777
-,538,0,0,0,0
+,2617,1400,3180,6894,4630
+,7677,6576,259,1332,4618
+,8341,8506,5068,4187,828
+,8468,1802,4458,9939,6733
+,4276,530,9619,4891,4758
+,4518,7473,6558,5214,8117
+,906,9220,5812,6322,2646
+,9580,6038,6627,3170,9836
+,5736,2749,2428,7220,4853
+,8337,8363,3864,2528,6927
+,6405,825,9279,8974,6681
+,4367,6333,2540,1090,1106
+,4864,6746,968,5047,2072
+,5015,7690,9673,3693,1797
+,649,3408,9761,8836,8481
+,3994,5148,2919,9816,5481
+,8691,2148,4909,4627,2120
+,1262,4777,9717,6462,6913
+,2897,9233,1595,5242,7800
-,308,0,0,0,0
+,5483,4180,7452,7496,9779
+,8771,7543,8747,7125,775
+,7449,4679,1685,4629,1526
+,4358,4871,195,8876,5127
+,4351,6105,1501,2877,1146
+,8198,8357,6249,7033,6496
+,2360,7578,9481,9975,4364
+,5804,5942,694,6218,2237
+,6883,2787,6552,6407,82
+,8799,1158,5719,5569,8586
+,6086,8679,959,5501,3066
+,8803,6853,352,7072,372
+,1634,1319,6601,7508,7932
+,2610,8951,2702,771,9787
+,1325,2623,1888,6691,1006
+,653,646,1882,5157,8296
+,1644,5671,6681,6145,7723
+,882,2625,7206,3489,8973
+,7194,1715,9321,3854,7506
+,283,3903,9457,7694,6986
+,8592,4443,4118,7557,2768
+,1612,4279,3098,5835,3077
+,2888,3306,9356,9637,974
+,3090,8572,6489,1696,6160
+,4505,363,8558,5868,920
+,1431,4463,187,6900,5204
+,8096,8966,5060,577,8519
+,9137,1591,688,1873,6824
+,7003,9306,7167,6545,638
+,6874,3978,9146,4079,8171
+,438,4908,2772,3036,351
+,2094,3872,7800,4675,122
+,3230,504,2084,9178,6655
+,8618,4055,8033,7867,8083
+,9982,7783,2598,6185,3983
+,8067,8927,5801,781,4772
+,9777,9682,7090,2768,6763
+,3508,9177,4023,404,8696
+,3380,6002,2187,3887,991
+,8434,5316,5245,1212,8411
+,8598,7634,1871,1912,3331
+,835,4925,585,2705,9448
+,3744,5833,2548,7124,6129
-,928,0,0,0,0
+,6502,3741,685,2042,3419
+,5768,2893,8442,4751,597
+,6286,6188,4733,5158,5270
+,7672,7483,3613,5105,2417
-,890,0,0,0,0
+,8972,3630,2704,4762,4855
+,3057,482,523,1310,8932
+,9121,8477,9845,377,564
+,9586,3403,6486,8013,1531
+,7088,9876,9790,6527,7326
+,4003,2886,2572,4419,3877
+,3949,6765,3211,8236,3599
+,4208,4082,8267,4167,5804
+,4369,3769,8524,4547,2661
+,1072,2120,6720,5852,756
+,6769,5258,3038,813,6891
+,3633,5377,5033,5543,2022
-,593,0,0,0,0
+,8331,6829,2010,2655,4323
+,5415,5992,6694,8054,8439
+,5738,9721,8473,1396,2248
+,7306,747,7555,1062,5126
+,723,244,5042,3024,6022
+,5315,4069,9073,4967,8501
+,6026,1490,7057,7747,3772
+,2538,6230,9697,7730,3994
+,1138,1557,8610,1143,4723
+,7439,1356,1743,2072,8353
+,4523,8331,172,1226,9017
+,9263,1265,5800,3150,5077
+,7504,6297,8588,4279,1742
+,2251,2370,7340,8306,1756
+,1000,7866,4431,4928,4525
+,2112,6006,1351,6138,5120
+,430,1331,7930,9369,4810
+,7912,1932,2904,6201,7188
+,4256,2108,10000,5900,620
+,5971,4814,3051,5960,5482
+,946,4477,4763,973,9446
+,8466,5289,9882,1250,5798
+,1207,3738,3543,5223,6439
+,134,5799,3753,9496,8913
+,1118,5846,7526,2167,6873
+,6706,3285,4261,4146,7302
+,8507,9404,4049,5869,5700
+,1295,5152,4907,366,6597
+,3178,458,3604,2383,4346
+,5180,6614,3195,7761,3619
+,1460,7508,1658,2240,2626
+,7593,3819,1950,6467,4566
+,2361,7439,9995,3595,8455
+,9672,8750,5374,261,7686
+,6852,8966,166,2419,5624
+,9444,7536,4498,7039,3356
-,851,0,0,0,0
+,9963,3315,3898,6010,8682
+,7396,2963,6540,9632,1792
+,1887,2749,4523,8951,3221
+,7510,5370,6367,9028,1294
+,8088,5637,6716,8431,1072
+,1911,9649,1993,3831,6701
+,9855,7776,8309,6555,4385
+,450,5027,7168,7549,3322
+,2238,9680,3168,6746,5679
+,4118,9070,4112,5531,9229
+,5056,5554,7219,9115,2870
+,220,4419,4991,3611,1530
+,6770,810,7781,571,9087
+,6208,8226,7090,9688,7370
+,2424,6738,2451,7867,6551
+,6093,6139,4207,7084,1938
+,1600,3031,5736,3023,3332
+,6957,5124,7746,3722,4431
+,2446,8736,551,5000,2443
+,3529,3595,6979,8835,1254
+,5228,3669,3354,2750,3984
+,183,9939,7535,8578,9057
+,3590,134,6994,3657,5720
+,4881,1498,7689,7513,4221
+,4682,1328,9055,690,4782
+,5782,4410,3143,5541,9992
+,828,2630,3245,9327,335
+,8447,2594,7217,5294,6147
-,807,0,0,0,0
+,4298,9571,5893,8960,8960
+,1782,5406,9384,7855,6486
+,3127,6310,335,1579,7513
+,2536,1218,6452,3630,4405
+,498,3016,4683,3283,4302
+,8477,2520,3446,1473,2863
+,8374,5566,8168,1234,2117
+,1899,2028,8027,5323,422
+,4110,5183,744,7029,1279
+,8377,238,2810,7820,6114
+,1492,4691,4272,6565,9255
+,6308,53,3791,4045,9666
+,2309,460,9063,9174,5969
+,423,6509,3390,1373,9924
+,9941,4621,1172,596,6852
+,4170,8543,8016,8119,8566
+,9669,557,3889,7899,4909
+,2385,7954,1775,4391,8676
+,5772,9773,9059,9596,8212
+,6506,4965,5480,8935,2455
+,923,7519,922,9660,5369
+,1726,853,30,1742,9294
+,4275,6519,3567,7516,4143
+,3326,1604,5927,9512,6226
